PlanetName,HostName,NumOfStars,NumOfPlanets,DiscoveryMethod,DiscoveryYear,DiscoveryFacility,ControversialFlag,OrbitalPeriod,OrbitSemi-MajorAxis,Eccentricity,EquilibriumTemperature,StellarEffectiveTemperature,StellarMetallicity,StellarSurfaceGravity,RightAscension,Declination,DistancetoPlanetarySystem,StellarBrightnessGaia,PlanetMass,StellarMass,PlanetRadiusKm,StellarRadiusKm,PlanetGravity,StellarVolume,StellarDensity
HAT-P-20 b,HAT-P-20,1,1,Transit,2010,HATNet,0,2.87531694,0.03593,0.0172,964.0,4595.0,0.22,4.52,111.9164295,24.3361185,71.0374,10.9903,1.370506098024e+28,1.47149e+30,73196.41900000001,473076.00000000006,170728893.97854456,4.4348747349284384e+17,3317996759662.1284
HAT-P-21 b,HAT-P-21,1,1,Transit,2010,HATNet,0,4.12448,2.1603623969815421e+18,0.23,1112.5098879501988,5588.0,0.01,4.33,171.2749348,41.0280207,277.278,11.5583,9.244272434040001e+27,2.46574e+30,79267.982,841797.0,98193526.03057313,2.498680516068516e+18,986816835583.148
HAT-P-21 b,HAT-P-21,1,1,Transit,2010,HATNet,0,4.124481,0.0494,0.228,1283.0,5588.0,0.01,4.33,171.2749348,41.0280207,277.278,11.5583,7.7120944236e+27,1.889075e+30,73126.338,765270.0000000001,96256576.40946138,1.8772956544466696e+18,1006274635284.7667
HAT-P-22 b,HAT-P-22,2,1,Transit,2010,HATNet,0,3.21222,0.0414,0.016,1283.0,5302.0,0.24,4.36,155.6814593,50.1287115,81.7647,9.51936,4.0752790848e+27,1.8294200000000002e+30,77127.326,723528.0,45724243.613249645,1.5865531923692692e+18,1153078263495.2485
HAT-P-22 b,HAT-P-22,2,1,Transit,2010,HATNet,0,3.21222,1.7729762390943107e+18,0.02,1021.9156477889221,5302.0,0.24,4.36,155.6814593,50.1287115,81.7647,9.51936,4.6885734932400004e+27,2.2470049999999998e+30,82122.19,772227.0000000001,46400793.41963551,1.9289614824842624e+18,1164878106900.3706
HAT-P-23 b,HAT-P-23,1,1,Transit,2010,HATNet,0,1.21288,7.415853367989658e+17,0.11,572.8801467069408,5905.0,0.15,4.33,306.1239076,16.7621462,364.813,12.1741,2.54359857528e+27,1.15333e+30,77840.878,667872.0,28018110.577266756,1.247867053442921e+18,924241085472.9364
HAT-P-23 b,HAT-P-23,1,1,Transit,2010,HATNet,0,1.21288287,0.02302,0.0,1951.0,5885.0,0.13,4.41,306.1239076,16.7621462,364.813,12.1741,3.9298392e+27,2.18735e+30,87410.12000000001,758313.0,34328677.37740898,1.8265607168162396e+18,1197523838031.8552
HAT-P-23 b,HAT-P-23,1,1,Transit,2010,HATNet,0,1.212884,0.0232,0.106,2056.0,5905.0,0.15,4.33,306.1239076,16.7621462,364.813,12.1741,3.9670890588e+27,2.2470049999999998e+30,97692.914,834840.0,27742880.161044795,2.4372403387557053e+18,921946417950.3827
HAT-P-24 b,HAT-P-24,2,1,Transit,2010,HATNet,0,3.35524,0.0465,0.067,1637.0,6373.0,-0.16,4.27,108.8251171,14.2626064,415.344,11.6396,1.3002153696e+27,2.366315e+30,88697.062,918324.0,11030686.710476385,3.243966890883843e+18,729451033131.6235
HAT-P-24 b,HAT-P-24,2,1,Transit,2010,HATNet,0,3.35524,1.9462374681637837e+18,0.07,1216.6553697067643,6373.0,-0.16,4.27,108.8251171,14.2626064,415.344,11.6396,1.423655919e+27,2.7242450000000004e+30,92838.212,960065.9999999999,11024457.47124803,3.706737900205082e+18,734944059532.5815
HAT-P-25 b,HAT-P-25,1,1,Transit,2010,HATNet,0,3.652836,0.0466,0.032,1202.0,5500.0,0.31,4.48,48.4354731,25.1973548,300.384,12.8416,1.0762384248000001e+27,2.008385e+30,84982.769,667872.0,9946091.767694242,1.247867053442921e+18,1609454304013.2168
HAT-P-25 b,HAT-P-25,1,1,Transit,2010,HATNet,0,3.65281514,0.0466,0.023,1182.0,5519.0,0.294,4.52,48.4354731,25.1973548,300.384,12.8416,1.080080290548e+27,2.008385e+30,81051.862,640044.0,10973262.592866734,1.0982927111718765e+18,1828642746665.4646
HAT-P-26 b,HAT-P-26,1,1,Transit,2010,HATNet,0,4.234516,0.0479,0.124,1001.0,5079.0,-0.04,4.56,213.1565508,4.0594175,141.837,11.4641,1.119884724e+26,1.6305699999999998e+30,40347.543,549603.0,4591397.126099942,6.954019325114433e+17,2344787846808.5327
HAT-P-26 b,HAT-P-26,1,1,Transit,2010,HATNet,0,4.23452,2.125276203529492e+18,0.12,1015.3640517600709,5079.0,-0.04,4.56,213.1565508,4.0594175,141.837,11.4641,1.3287455244000001e+26,2.22712e+30,44992.002,605259.0,4381036.805516092,9.287789784673889e+17,2397900955591.232
HAT-P-27 b,HAT-P-27,2,1,Transit,2011,HATNet,0,3.039577,0.04,0.0,844.4715055609529,5316.0,0.3,4.53,222.7673221,5.9473626,199.173,11.9562,1.17686142e+27,1.8294200000000002e+30,72820.53,598302.0,14812329.989044411,8.971188315437494e+17,2039217030871.9973
HAT-P-27 b,HAT-P-27,2,1,Transit,2011,HATNet,0,3.039586,0.0403,0.078,860.6370627173637,5300.0,0.29,4.51,222.7673221,5.9473626,199.173,11.9562,1.2527646516e+27,1.86919e+30,74126.58499999999,626130.0,15216936.522012347,1.0282107679125631e+18,1817905490130.9417
HAT-P-28 b,HAT-P-28,1,1,Transit,2011,HATNet,0,3.257215,0.0434,0.051,1384.0,5680.0,0.12,4.36,13.0009159,34.728402,401.319,12.8718,1.1882268972e+27,2.02827e+30,86550.035,765270.0000000001,10586943.783984335,1.8772956544466696e+18,1080421187358.3812
HAT-P-29 b,HAT-P-29,2,1,Transit,2011,HATNet,0,5.723186,0.0667,0.095,1260.0,6087.0,0.21,4.34,33.1310921,51.7787754,313.576,11.7336,1.4767415964e+27,2.406085e+30,79051.368,848754.0,15772170.092499193,2.561144672829207e+18,939456886417.1511
HAT-P-29 b,HAT-P-29,2,1,Transit,2011,HATNet,0,5.72339,0.0665,0.075,1271.0,6115.0,0.128,4.33,33.1310921,51.7787754,313.576,11.7336,1.455925453164e+27,2.3862e+30,75980.546,862668.0,16832167.41758407,2.689178775254489e+18,887334089483.9478
HAT-P-29 b,HAT-P-29,2,1,Transit,2011,HATNet,0,5.72319,2.831531232689536e+18,0.09,1285.1653034136934,6087.0,0.21,4.34,33.1310921,51.7787754,313.576,11.7336,1.67042294496e+27,2.883325e+30,83555.66500000001,904410.0,15969097.42561945,3.098736703846229e+18,930484024803.1223
HAT-P-3 b,HAT-P-3,2,1,Transit,2007,HATNet,0,2.8997,1.6211028916579446e+18,0.0,964.6761187100271,5185.0,0.27,4.56,206.0940142,48.028565,134.554,11.2795,1.2338351297999999e+27,2.10781e+30,67124.856,605259.0,18276630.043684177,9.287789784673889e+17,2269441975827.416
HAT-P-3 b,HAT-P-3,2,1,Transit,2007,HATNet,0,2.899736,0.03866,0.0,844.4715055609529,5185.0,0.27,4.59,206.0940142,48.028565,134.554,11.2795,1.1217958920000001e+27,1.8294200000000002e+30,59059.17,556560.0,21465691.846609026,7.22145285557246e+17,2533312944899.061
HAT-P-3 b,HAT-P-3,2,1,Transit,2007,HATNet,0,2.899703,0.03894,0.0,860.6370627173637,5185.0,0.27,4.61,206.0940142,48.028565,134.554,11.2795,1.1370265273079999e+27,1.86919e+30,63557.096000000005,570474.0,18786601.77622122,7.77671487904546e+17,2403572754141.438
HAT-P-30 b,HAT-P-30,2,1,Transit,2011,HATNet,0,2.810595,0.0419,0.035,1630.0,6304.0,0.13,4.36,123.9498431,5.8368669,213.985,10.2998,1.3495712832e+27,2.46574e+30,95692.42,848754.0,9836633.188976591,2.561144672829207e+18,962749205915.097
HAT-P-30 b,HAT-P-30,2,1,Transit,2011,HATNet,0,2.8106,1.8021177889767235e+18,0.04,1361.5190044378614,6304.0,0.13,4.36,123.9498431,5.8368669,213.985,10.2998,1.57551255036e+27,3.082175e+30,102834.31099999999,911367.0,9943779.96087902,3.170797494440771e+18,972050408581.3903
HAT-P-31 b,HAT-P-31,1,1,Transit,2011,HATNet,0,5.00542,2.503364146614926e+18,0.25,1170.5801082118173,6065.0,0.15,4.26,271.5376722,26.4266061,344.05,11.4501,4.30893191484e+27,2.6049350000000003e+30,77840.878,967022.9999999999,47463515.679399654,3.7879044915096965e+18,687698173446.233
HAT-P-32 b,HAT-P-32,2,1,Transit,2011,HATNet,0,2.1500082,0.03397,0.159,1836.0,6001.0,-0.16,4.22,31.0427614,46.6878512,289.205,11.1335,1.29078136656e+27,2.2470049999999998e+30,141397.974,953109.0000000001,4308955.78259174,3.6267391532294564e+18,619566201224.9042
HAT-P-32 b,HAT-P-32,2,1,Transit,2011,HATNet,0,2.15001,1.3404246287833106e+18,0.0,987.7045574776209,6207.0,-0.04,4.33,31.0427614,46.6878512,289.205,11.1335,1.57551255036e+27,2.167465e+30,124973.536,827883.0,6732734.28502284,2.376815678250709e+18,911919683058.9796
HAT-P-33 b,HAT-P-33,2,1,Transit,2011,HATNet,0,3.47447,2.1898922826277197e+18,0.0,1581.4393896534489,6446.0,0.05,4.15,113.1842383,33.8350214,396.11,11.0238,1.74635126064e+27,3.6190700000000003e+30,132115.427,1245303.0,6677751.601835214,8.089351601411347e+18,447386907915.9054
HAT-P-34 b,HAT-P-34,1,1,Transit,2011,HATNet,0,5.45265,3.926583709646378e+18,0.44,3561.1854520773777,6442.0,0.22,4.21,303.1954355,18.1047776,249.325,10.1944,1.3306437322920001e+28,8.471009999999999e+30,96405.972,1203561.0,95556369.45375566,7.30285922167892e+18,1159958003141.203
HAT-P-35 b,HAT-P-35,3,1,Transit,2011,HATNet,0,3.64671,5.310464300950575e+18,0.03,19166.96279443385,6096.0,0.11,4.21,123.250703,4.7870288,506.965,12.2802,1.427452334784e+28,4.684905999999999e+31,253514.83200000002,2657574.0,14823835.703049982,7.862211239095394e+19,595876383568.0193
HAT-P-36 b,HAT-P-36,1,1,Transit,2011,HATNet,0,1.3273466,0.02402,0.063,1820.0,5560.0,0.26,4.37,188.2662048,44.9153672,294.419,12.093,3.6540501921000004e+27,2.087925e+30,96909.281,772227.0000000001,25968656.952427853,1.9289614824842624e+18,1082408860394.1497
HAT-P-36 b,HAT-P-36,1,1,Transit,2011,HATNet,0,1.32735,8.692841279197615e+17,0.06,735.0907287174791,5560.0,0.26,4.37,188.2662048,44.9153672,294.419,12.093,2.90425807476e+27,1.55103e+30,82122.19,695700.0,28742191.87532078,1.410440010853996e+18,1099678106168.3574
HAT-P-4 b,HAT-P-4,2,1,Transit,2007,HATNet,0,3.056536,0.0446,0.0,1119.2859772199404,5860.0,0.24,4.14,229.99122,36.229545,320.451,11.0634,1.29078136656e+27,2.50551e+30,90691.185,1106163.0,10474378.367307257,5.66951609238958e+18,441926605228.83905
HAT-P-40 b,HAT-P-40,1,1,Transit,2012,HATNet,0,4.45724,2.1386005167815007e+18,0.0,942.6769553084016,6080.0,0.22,3.93,335.5129199,45.4573423,464.469,11.4162,9.1113978816e+26,2.048155e+30,108549.098,1349658.0,5161052.747864099,1.0298164128209193e+19,198885449338.4507
HAT-P-41 b,HAT-P-41,2,1,Transit,2012,HATNet,0,2.69405,2.0708898646171315e+18,0.0,2179.0477905769517,6390.0,0.21,4.14,297.3226523,4.6724124,348.185,10.939,2.2588673914799998e+27,5.09056e+30,146392.83800000002,1426184.9999999998,7034881.711719806,1.2151116998508526e+19,418937617062.2697
HAT-P-42 b,HAT-P-42,1,1,Transit,2012,HATNet,0,4.641878,0.0575,0.0,1428.0,5743.0,0.27,4.14,135.3443583,6.0970828,405.238,12.0031,1.9816482924e+27,2.34643e+30,91411.10800000001,1064421.0,15828302.98281404,5.051599502754423e+18,464492483760.95355
HAT-P-43 b,HAT-P-43,1,1,Transit,2012,HATNet,0,3.332687,0.0443,0.0,1361.0,5645.0,0.23,4.37,128.9256885,10.2065866,528.825,13.2165,1.2565630980000002e+27,2.087925e+30,91481.189,765270.0000000001,10021354.46798873,1.8772956544466696e+18,1112198281104.2158
HAT-P-44 b,HAT-P-44,1,2,Transit,2014,HATNet,0,4.301219,0.0507,0.044,1108.0,5295.0,0.33,4.46,213.1438604,47.0147826,347.85,12.9729,6.681383604e+26,1.86919e+30,88697.062,660915.0,5668310.885365927,1.2092760043059448e+18,1545709989567.5247
HAT-P-45 b,HAT-P-45,1,1,Transit,2014,HATNet,0,3.128992,0.0452,0.049,1652.0,6330.0,0.07,4.3,274.3732697,-3.3810594,298.64,12.3977,1.6931276208000002e+27,2.50551e+30,101834.064,918324.0,10897058.097909901,3.243966890883843e+18,772359917433.4838
HAT-P-46 b,HAT-P-46,1,1,Transit,2014,HATNet,0,4.463129,0.0577,0.123,1458.0,6120.0,0.3,4.25,270.4441831,-2.97098,290.736,11.6843,9.357795216e+26,2.54528e+30,91691.432,973979.9999999999,7428852.743946343,3.8702473897833636e+18,657653049962.3881
HAT-P-49 b,HAT-P-49,1,1,Transit,2014,HATNet,0,2.69155,1.9736003149906995e+18,0.0,1903.8104745362982,6820.0,0.07,4.1,305.4413294,26.6926759,350.351,10.2071,4.1760573624e+27,4.41447e+30,113543.962,1433142.0,21619422.573866878,1.2329807053923637e+19,358032366661.8295
HAT-P-49 b,HAT-P-49,1,1,Transit,2014,HATNet,0,2.691548,0.0438,0.0,2131.0,6820.0,0.074,4.1,305.4413294,26.6926759,350.351,10.2071,3.2837628852e+27,3.06229e+30,100903.898,1273131.0,21525915.254470512,8.643863270798574e+18,354273303968.7573
HAT-P-5 b,HAT-P-5,1,1,Transit,2007,HATNet,0,2.788491,0.04075,0.0,1038.458191437885,5960.0,0.24,4.37,274.4055335,36.6214617,303.336,11.8224,2.012041836e+27,2.30666e+30,89958.51999999999,813969.0,16594269.031914558,2.2589790571039012e+18,1021107297451.9858
HAT-P-5 b,HAT-P-5,1,1,Transit,2007,HATNet,0,2.78849,1.5693883353794445e+18,0.0,948.2857973352938,5960.0,0.24,4.37,274.4055335,36.6214617,303.336,11.8224,1.8602437341600002e+27,2.06804e+30,86409.873,779184.0000000001,16628337.87176141,1.9815666635690836e+18,1043638873231.3278
HAT-P-50 b,HAT-P-50,1,1,Transit,2015,HATNet,0,3.1220109,0.0453,0.115,1862.0,6280.0,-0.18,4.07,118.0634379,12.1393474,515.458,11.6722,2.5625806542e+27,2.525395e+30,91978.127,1182690.0,20216880.486187525,6.929491773325683e+18,364441590034.2404
HAT-P-51 b,HAT-P-51,1,1,Transit,2015,HATNet,0,4.2180278,0.05069,0.123,1192.0,5449.0,0.27,4.39,21.0651251,32.8107,440.089,13.2846,5.8654623862799996e+26,1.94873e+30,92334.903,723528.0,4591728.3100833595,1.5865531923692692e+18,1228279019810.156
HAT-P-52 b,HAT-P-52,1,1,Transit,2015,HATNet,0,2.7535953,0.03694,0.047,1218.0,5131.0,0.28,4.48,42.7217412,29.0222492,361.155,13.787,1.552734055656e+27,1.769765e+30,72056.01000000001,619173.0,19960084.798057776,9.943164840117307e+17,1779880982018.5188
HAT-P-53 b,HAT-P-53,1,1,Transit,2015,HATNet,0,1.9616241,0.03159,0.134,1778.0,5956.0,0.0,4.31,21.8711012,38.9681137,666.802,13.5142,2.816940511728e+27,2.167465e+30,94118.783,841797.0,21224173.807024077,2.498680516068516e+18,867443831278.735
HAT-P-54 b,HAT-P-54,1,1,Transit,2015,HATNet,0,3.799847,0.04117,0.074,818.0,4390.0,-0.127,4.67,99.8979924,25.4824005,143.651,13.0172,1.44263799792e+27,1.2925250000000002e+30,67411.55099999999,431334.0,21188218.929983307,3.3614734690681114e+17,3845114387763.7744
HAT-P-55 b,HAT-P-55,1,1,Transit,2015,HATNet,0,3.5852467,0.04604,0.139,1313.0,5808.0,-0.03,4.43,264.2735096,25.7311468,511.388,13.0955,1.104756993144e+27,2.008385e+30,84409.379,702657.0,10348825.705686998,1.4531777536228828e+18,1382064234738.6226
HAT-P-56 b,HAT-P-56,1,1,Transit,2015,HATNet,0,2.7908327,0.0423,0.246,1840.0,6566.0,-0.077,4.24,100.8480137,27.2521823,320.639,10.8245,4.1380932045600004e+27,2.5850500000000003e+30,104688.272,994851.0,25200544.77496867,4.124418552819331e+18,626767135026.3267
HAT-P-57 b,HAT-P-57,3,1,Transit,2015,HATNet,0,2.4653,2.0039168012202844e+18,0.0,2348.4950592651026,6330.0,-0.25,4.25,274.743418,10.5971968,279.86,10.4253,2.67647312772e+27,5.508145e+30,124259.98400000001,1287045.0,11569271.802674914,8.930377233723433e+18,616787494620.0266
HAT-P-57 b,HAT-P-57,3,1,Transit,2015,HATNet,0,2.465295,0.0406,0.0,2200.0,7500.0,-0.25,4.25,274.743418,10.5971968,279.86,10.4253,3.5116846002000003e+27,2.923095e+30,100903.898,1043550.0,23020001.061900783,4.760235036632237e+18,614065267262.1027
HAT-P-58 b,HAT-P-58,1,1,Transit,2021,HATNet,0,4.0138379,0.04994,0.073,1622.0,6078.0,-0.224,4.08,68.8465093,56.8682691,515.59,12.7202,7.06129812108e+26,2.048155e+30,95119.03,1064421.0,5209013.049426204,5.051599502754423e+18,405446829045.5781
HAT-P-59 b,HAT-P-59,1,1,Transit,2021,HATNet,0,4.1419771,0.05064,0.03,1278.0,5678.0,0.217,4.36,292.4588212,62.5291892,265.471,11.6787,2.9232255213000003e+27,2.008385e+30,80198.148,765270.0000000001,30334676.417952213,1.8772956544466696e+18,1069828822776.4363
HAT-P-6 b,HAT-P-6,1,1,Transit,2007,HATNet,0,3.852985,0.05235,0.0,1143.534312954557,6570.0,-0.13,4.22,354.7740917,42.4659866,275.358,10.3056,2.0063202768000002e+27,2.5651650000000003e+30,94978.868,1015722.0,14844036.299052855,4.389481133619112e+18,584389116142.5338
HAT-P-6 b,HAT-P-6,1,1,Transit,2007,HATNet,0,3.85298,2.3332185815434143e+18,0.0,1557.813985369067,6570.0,-0.13,4.22,354.7740917,42.4659866,275.358,10.3056,2.50563441744e+27,3.559415e+30,105688.51899999999,1127034.0,14971585.853935929,5.996525198466067e+18,593579595214.6605
HAT-P-60 b,HAT-P-60,1,1,Transit,2021,HATNet,0,4.7947813,0.06277,0.25,1772.0,6212.0,0.037,3.91,28.2825719,52.0539209,233.22,9.56355,1.0895658951240002e+27,2.86344e+30,116474.622,1530540.0000000002,5360392.675090368,1.5018365235573357e+19,190662562475.00842
HAT-P-61 b,HAT-P-61,1,1,Transit,2021,HATNet,0,1.90231289,0.0301,0.113,1505.0,5587.0,0.194,4.5,75.4801665,50.1311784,338.84,12.9386,2.0063957082120002e+27,1.9885e+30,64200.567,653958.0,32489616.610788003,1.1714889059751555e+18,1697412574594.344
HAT-P-62 b,HAT-P-62,1,1,Transit,2021,HATNet,0,2.6453235,0.03772,0.101,1512.0,5629.0,0.414,4.31,74.5043816,48.3008551,348.815,12.4362,1.444528979208e+27,2.02827e+30,76624.01699999999,813969.0,16421096.389813513,2.2589790571039012e+18,897870209828.4705
HAT-P-64 b,HAT-P-64,1,1,Transit,2021,HATNet,0,4.007232,0.05387,0.101,1766.0,6457.0,-0.113,4.07,68.9743955,2.4312732,651.897,12.6221,1.1009550827520001e+27,2.5850500000000003e+30,121616.01899999999,1210518.0,4968139.231376046,7.430231827739111e+18,347909736860.335
HAT-P-65 b,HAT-P-65,1,1,Transit,2016,HATNet,0,2.6054552,0.03951,0.304,1930.0,5835.0,0.1,3.98,315.9054895,11.9893675,738.519,12.9952,1.000355559084e+27,2.406085e+30,134969.63499999998,1294002.0,3665118.0441220007,9.075978366483901e+18,265104752660.63623
HAT-P-66 b,HAT-P-66,1,1,Transit,2016,HATNet,0,2.972086,0.04363,0.09,1896.0,6002.0,0.035,3.99,150.5726262,53.9508237,935.456,12.8922,1.486296779436e+27,2.485625e+30,113543.962,1307916.0,7694549.034244438,9.371911247801244e+18,265220714780.36624
HAT-P-67 b,HAT-P-67,2,1,Transit,2017,HATNet,0,4.8101025,0.06505,0.0,1903.0,6406.0,-0.08,3.85,256.6107279,44.7768849,371.686,9.97496,6.4539068328e+26,3.2611399999999995e+30,148896.641,1774034.9999999998,1942936.533074519,2.338703473497417e+19,139442218175.83072
HAT-P-68 b,HAT-P-68,1,1,Transit,2020,HATNet,0,2.29840551,0.02996,0.041,1028.0,4508.0,-0.059,4.62,118.4831501,23.9382192,202.152,13.5442,1.3743025138080002e+27,1.3521800000000002e+30,76553.936,466119.0,15651393.667684413,4.242081689844804e+17,3187538804915.069
HAT-P-69 b,HAT-P-69,1,1,Transit,2019,HATNet,0,4.7869491,0.06555,0.0,1930.0,7394.0,-0.069,4.11,130.5056385,3.7105662,341.263,9.77332,6.795584253360001e+27,3.2810249999999996e+30,119685.60600000001,1342701.0,31662753.42290207,1.0139733633109996e+19,323580985331.4326
HAT-P-7 b,HAT-P-7,2,1,Transit,2008,HATNet,0,2.20473536,0.0381,0.0,2025.0,6350.0,0.26,4.02,292.24719,47.9695429,341.079,10.3654,3.0184452359142137e+30,3.02252e+30,104420.69,1384443.0,18476338368.42672,1.111511213909599e+19,271928880444.55
HAT-P-7 b,HAT-P-7,2,1,Transit,2008,HATNet,0,2.2047372,0.03676,0.0016,2700.0,6441.0,0.15,4.02,292.24719,47.9695429,341.079,10.3654,3.192785674344e+27,2.923095e+30,106478.523,1280088.0,18795394.83128476,8.786341689375012e+18,332686242277.00903
HAT-P-7 b,HAT-P-7,2,1,Transit,2008,HATNet,0,2.204737,0.0377,0.0,2733.0,6532.23,0.233,3.97,292.24719,47.9695429,341.079,10.3654,3.3710734008e+27,2.6844750000000004e+30,95838.953,1384443.0,24495697.56054822,1.111511213909599e+19,241515781973.77798
HAT-P-7 b,HAT-P-7,2,1,Transit,2008,HATNet,0,2.20474,1.536100746081962e+18,0.0,1368.445607327647,6389.0,0.26,4.07,292.24719,47.9695429,341.079,10.3654,3.49270252128e+27,3.10206e+30,107835.54599999999,1391400.0,20046725.245963346,1.1283520086831968e+19,274919526542.08936
HAT-P-7 b,HAT-P-7,2,1,Transit,2008,HATNet,0,2.20473542,0.0376,0.0,2048.0,6440.0,0.14,4.02,292.24719,47.9695429,341.079,10.3654,2.901161362450951e+30,2.883325e+30,102573.1,1356615.0,18403933118.94052,1.0458236375481025e+19,275698970312.0362
HAT-P-7 b,HAT-P-7,2,1,Transit,2008,HATNet,0,2.2047354,0.0355,0.0,2200.0,6350.0,0.26,4.07,292.24719,47.9695429,341.079,10.3654,3.3807082556520004e+27,2.923095e+30,101337.126,1280088.0,21972337.001796998,8.786341689375012e+18,332686242277.00903
HAT-P-70 b,HAT-P-70,1,1,Transit,2019,HATNet,0,2.74432452,0.04739,0.0,2562.0,8450.0,-0.059,4.18,74.5523332,9.9979794,330.739,9.45174,1.2869849507760002e+28,3.758265e+30,133542.531,1294002.0,48165933.98501387,9.075978366483901e+18,414089241759.1756
HAT-P-8 b,HAT-P-8,3,1,Transit,2008,HATNet,0,3.07634,1.7910073780694815e+18,0.0,1135.1529156616334,6200.0,0.01,4.15,343.0414932,35.4471778,211.553,10.1489,2.42970610176e+27,2.525395e+30,99980.103,1092249.0,16223042.590290125,5.458251924923804e+18,462674686829.3834
HAT-P-9 b,HAT-P-9,1,1,Transit,2008,HATNet,0,3.92281072,0.05287,0.084,1540.0,6350.0,0.12,4.29,110.1685157,37.1405946,455.203,12.1536,1.421757711108e+27,2.54528e+30,99476.79400000001,932238.0,9589318.771243751,3.393665351875843e+18,750009130568.2515
HATS-10 b,HATS-10,1,1,Transit,2015,HATSouth,0,3.312846,0.04491,0.501,1407.0,5880.0,0.15,4.39,294.3068385,-22.2044872,534.889,12.9838,9.984573511920001e+26,2.18735e+30,69201.802,765270.0000000001,13915551.900186043,1.8772956544466696e+18,1165160104013.9404
HATS-11 b,HATS-11,1,1,Transit,2016,HATSouth,0,3.6191613,0.04614,0.34,1637.0,6060.0,-0.39,4.12,289.4007603,-22.3900092,944.603,13.8333,1.6134767082e+27,1.9885e+30,107835.54599999999,1001808.0,9260715.466885243,4.2115513053698586e+18,472153811224.9994
HATS-12 b,HATS-12,1,1,Transit,2016,HATSouth,0,3.142833,0.04795,0.085,2097.0,6408.0,-0.1,3.92,289.202402,-19.3559227,746.138,12.6766,4.5177347829599996e+27,2.962865e+30,96405.972,1537497.0,32442818.730376378,1.5224093425996524e+19,194616842993.13605
HATS-13 b,HATS-13,1,1,Transit,2015,HATSouth,0,3.0440499,0.04057,0.181,1244.0,5523.0,0.05,4.52,316.9614798,-26.0967205,421.855,13.6799,1.0307268853560001e+27,1.90896e+30,86550.035,619173.0,9183639.604203058,9.943164840117307e+17,1919871621053.683
HATS-14 b,HATS-14,1,1,Transit,2015,HATSouth,0,2.7667641,0.03815,0.142,1276.0,5346.0,0.33,4.48,313.2154754,-25.6873756,513.011,13.7712,2.032980652332e+27,1.928845e+30,74196.66600000001,647001.0,24647347.459020134,1.1344972958104877e+18,1700175934418.6257
HATS-15 b,HATS-15,1,1,Transit,2016,HATSouth,0,1.74748753,0.02712,0.126,1505.0,5311.0,0.0,4.45,311.0920041,-19.4375266,1139.55,14.6473,4.11911112564e+27,1.7299949999999998e+30,78911.20599999999,640044.0,44150118.206489265,1.0982927111718765e+18,1575167514454.41
HATS-16 b,HATS-16,1,1,Transit,2016,HATSouth,0,2.686502,0.03744,0.0,1592.0,5738.0,-0.1,4.24,358.5588439,-30.0130385,757.044,13.6864,6.207139806840001e+27,1.928845e+30,92838.212,862668.0,48066634.574641414,2.689178775254489e+18,717261722332.8578
HATS-17 b,HATS-17,1,1,Transit,2016,HATSouth,0,16.254611,0.1308,0.029,814.0,5846.0,0.3,4.42,192.1895676,-47.6136789,400.331,12.2179,2.539802159496e+27,2.2470049999999998e+30,55485.039,758313.0,55062233.085060544,1.8265607168162396e+18,1230183579069.0876
HATS-18 b,HATS-18,1,1,Transit,2016,Multiple Observatories,0,0.8378434,0.01761,0.166,2060.0,5600.0,0.28,4.44,173.9574203,-29.1560639,624.368,13.8786,3.75845162616e+27,2.06804e+30,95475.80600000001,709614.0,27518706.856404748,1.4967702230383475e+18,1381668320339.7856
